C:/Users/NTtest/Documents/automation_dev/spirent_ui/lib/NT_5006_1000M/NT_5006_1000M-0002-txstreamresults.csv for periodic results

================== Periodic Results: TxStreamResults Record #1
txstreamresults2,"",port2,"Port //1/2",4,0,0,4,2688,0,2048,
txstreamresults3,"",port3,"Port //1/3",4,0,0,4,2688,0,2048,
txstreamresults4,"",port4,"Port //1/4",4,0,0,4,2688,0,2048,
txstreamresults5,"",port5,"Port //1/5",4,0,0,4,2688,0,2048,
txstreamresults6,"",port6,"Port //1/6",4,0,0,4,2688,0,2048,

================== Periodic Results: TxStreamResults Record #9
ResultObject,ResultObjectName,ResultParent,ResultParentName,FrameCount,FrameRate,BitRate,ExpectedRxFrameCount,L1BitCount,L1BitRate,BitCount,

txstreamresults1,"",port1,"Port //1/1",4,0,0,4,2688,0,2048,
txstreamresults2,"",port2,"Port //1/2",4,0,0,4,2688,0,2048,
txstreamresults3,"",port3,"Port //1/3",4,0,0,4,2688,0,2048,
txstreamresults4,"",port4,"Port //1/4",4,0,0,4,2688,0,2048,
txstreamresults5,"",port5,"Port //1/5",4,0,0,4,2688,0,2048,
txstreamresults6,"",port6,"Port //1/6",4,0,0,4,2688,0,2048,

================== Periodic Results: TxStreamResults Record #10
ResultObject,ResultObjectName,ResultParent,ResultParentName,FrameCount,FrameRate,BitRate,ExpectedRxFrameCount,L1BitCount,L1BitRate,BitCount,

txstreamresults1,"",port1,"Port //1/1",4,0,0,4,2688,0,2048,
txstreamresults2,"",port2,"Port //1/2",4,0,0,4,2688,0,2048,
txstreamresults3,"",port3,"Port //1/3",4,0,0,4,2688,0,2048,
txstreamresults4,"",port4,"Port //1/4",4,0,0,4,2688,0,2048,
txstreamresults5,"",port5,"Port //1/5",4,0,0,4,2688,0,2048,
txstreamresults6,"",port6,"Port //1/6",4,0,0,4,2688,0,2048,

================== Periodic Results: TxStreamResults Record #11
ResultObject,ResultObjectName,ResultParent,ResultParentName,FrameCount,FrameRate,BitRate,ExpectedRxFrameCount,L1BitCount,L1BitRate,BitCount,

txstreamresults1,"",port1,"Port //1/1",249664,0,0,249664,167774208,0,127827968,
txstreamresults2,"",port2,"Port //1/2",0,0,0,0,0,0,0,
txstreamresults3,"",port3,"Port //1/3",0,0,0,0,0,0,0,
txstreamresults4,"",port4,"Port //1/4",0,0,0,0,0,0,0,
txstreamresults5,"",port5,"Port //1/5",0,0,0,0,0,0,0,
txstreamresults6,"",port6,"Port //1/6",0,0,0,0,0,0,0,

================== Periodic Results: TxStreamResults Record #12
ResultObject,ResultObjectName,ResultParent,ResultParentName,FrameCount,FrameRate,BitRate,ExpectedRxFrameCount,L1BitCount,L1BitRate,BitCount,

txstreamresults1,"",port1,"Port //1/1",500000,236481,121078272,500000,336000000,158915227,256000000,
txstreamresults2,"",port2,"Port //1/2",500000,0,0,500000,336000000,0,256000000,
txstreamresults3,"",port3,"Port //1/3",500000,0,0,500000,336000000,0,256000000,
txstreamresults4,"",port4,"Port //1/4",500000,0,0,500000,336000000,0,256000000,
txstreamresults5,"",port5,"Port //1/5",500000,0,0,500000,336000000,0,256000000,
txstreamresults6,"",port6,"Port //1/6",500000,0,0,500000,336000000,0,256000000,

================== Periodic Results: TxStreamResults Record #13
ResultObject,ResultObjectName,ResultParent,ResultParentName,FrameCount,FrameRate,BitRate,ExpectedRxFrameCount,L1BitCount,L1BitRate,BitCount,

txstreamresults1,"",port1,"Port //1/1",500000,0,0,500000,336000000,0,256000000,
txstreamresults2,"",port2,"Port //1/2",500000,0,0,500000,336000000,0,256000000,
txstreamresults3,"",port3,"Port //1/3",500000,0,0,500000,336000000,0,256000000,
txstreamresults4,"",port4,"Port //1/4",500000,0,0,500000,336000000,0,256000000,
txstreamresults5,"",port5,"Port //1/5",500000,0,0,500000,336000000,0,256000000,
txstreamresults6,"",port6,"Port //1/6",500000,402202,205927672,500000,336000000,270280074,256000000,

================== Periodic Results: TxStreamResults Record #14
ResultObject,ResultObjectName,ResultParent,ResultParentName,FrameCount,FrameRate,BitRate,ExpectedRxFrameCount,L1BitCount,L1BitRate,BitCount,

txstreamresults1,"",port1,"Port //1/1",500000,0,0,500000,336000000,0,256000000,
txstreamresults2,"",port2,"Port //1/2",500000,0,0,500000,336000000,0,256000000,
txstreamresults3,"",port3,"Port //1/3",500000,0,0,500000,336000000,0,256000000,
txstreamresults4,"",port4,"Port //1/4",500000,0,0,500000,336000000,0,256000000,
txstreamresults5,"",port5,"Port //1/5",500000,0,0,500000,336000000,0,256000000,
txstreamresults6,"",port6,"Port //1/6",500000,0,0,500000,336000000,0,256000000,
